照片文件名,菜品名,价格(元),口味标签,食材,备注
sh_725.jpg,华科喻园咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,华科喻园食堂
sh_726.jpg,华科百景园蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,华科百景园食堂
sh_727.jpg,华科喻园毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,华科喻园食堂
sh_728.jpg,华科百景园东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,华科百景园食堂
sh_729.jpg,华科喻园酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,华科喻园食堂
sh_730.jpg,华科百景园孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,华科百景园食堂
sh_731.jpg,湖大天马盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,湖大天马食堂
sh_732.jpg,湖大德智红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,湖大德智食堂
sh_733.jpg,湖大天马干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,湖大天马食堂
sh_734.jpg,湖大德智京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,湖大德智食堂
sh_735.jpg,湖大天马咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,湖大天马食堂
sh_736.jpg,湖大德智蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,湖大德智食堂
sh_737.jpg,湖大天马毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,湖大天马食堂
sh_738.jpg,湖大德智东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,湖大德智食堂
sh_739.jpg,湖大天马酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,湖大天马食堂
sh_740.jpg,湖大德智孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,湖大德智食堂
sh_741.jpg,华工五山盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,华工五山食堂
sh_742.jpg,华工大学城红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,华工大学城食堂
sh_743.jpg,华工五山干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,华工五山食堂
sh_744.jpg,华工大学城京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,华工大学城食堂
sh_745.jpg,华工五山咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,华工五山食堂
sh_746.jpg,华工大学城蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,华工大学城食堂
sh_747.jpg,华工五山毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,华工五山食堂
sh_748.jpg,华工大学城东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,华工大学城食堂
sh_749.jpg,华工五山酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,华工五山食堂
sh_750.jpg,华工大学城孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,华工大学城食堂
sh_751.jpg,重大A区盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,重大A区食堂
sh_752.jpg,重大虎溪红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,重大虎溪食堂
sh_753.jpg,重大A区干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,重大A区食堂
sh_754.jpg,重大虎溪京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,重大虎溪食堂
sh_755.jpg,重大A区咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,重大A区食堂
sh_756.jpg,重大虎溪蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,重大虎溪食堂
sh_757.jpg,重大A区毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,重大A区食堂
sh_758.jpg,重大虎溪东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,重大虎溪食堂
sh_759.jpg,重大A区酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,重大A区食堂
sh_760.jpg,重大虎溪孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,重大虎溪食堂
sh_761.jpg,成电清水河盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,成电清水河食堂
sh_762.jpg,成电沙河红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,成电沙河食堂
sh_763.jpg,成电清水河干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,成电清水河食堂
sh_764.jpg,成电沙河京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,成电沙河食堂
sh_765.jpg,成电清水河咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,成电清水河食堂
sh_766.jpg,成电沙河蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,成电沙河食堂
sh_767.jpg,成电清水河毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,成电清水河食堂
sh_768.jpg,成电沙河东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,成电沙河食堂
sh_769.jpg,成电清水河酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,成电清水河食堂
sh_770.jpg,成电沙河孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,成电沙河食堂
sh_771.jpg,北邮沙河盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,北邮沙河食堂
sh_772.jpg,北邮本部红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,北邮本部食堂
sh_773.jpg,北邮沙河干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,北邮沙河食堂
sh_774.jpg,北邮本部京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,北邮本部食堂
sh_775.jpg,北邮沙河咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,北邮沙河食堂
sh_776.jpg,北邮本部蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,北邮本部食堂
sh_777.jpg,北邮沙河毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,北邮沙河食堂
sh_778.jpg,北邮本部东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,北邮本部食堂
sh_779.jpg,北邮沙河酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,北邮沙河食堂
sh_780.jpg,北邮本部孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,北邮本部食堂
sh_781.jpg,北航学院路盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,北航学院路食堂
sh_782.jpg,北航沙河红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,北航沙河食堂
sh_783.jpg,北航学院路干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,北航学院路食堂
sh_784.jpg,北航沙河京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,北航沙河食堂
sh_785.jpg,北航学院路咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,北航学院路食堂
sh_786.jpg,北航沙河蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,北航沙河食堂
sh_787.jpg,北航学院路毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,北航学院路食堂
sh_788.jpg,北航沙河东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,北航沙河食堂
sh_789.jpg,北航学院路酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,北航学院路食堂
sh_790.jpg,北航沙河孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,北航沙河食堂
sh_791.jpg,北师大邱季端盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,北师大邱季端体育馆食堂
sh_792.jpg,北师大学五红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,北师大学五食堂
sh_793.jpg,北师大邱季端干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,北师大邱季端食堂
sh_794.jpg,北师大学五京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,北师大学五食堂
sh_795.jpg,北师大邱季端咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,北师大邱季端食堂
sh_796.jpg,北师大学五蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,北师大学五食堂
sh_797.jpg,北师大邱季端毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,北师大邱季端食堂
sh_798.jpg,北师大学五东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,北师大学五食堂
sh_799.jpg,北师大邱季端酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,北师大邱季端食堂
sh_800.jpg,北师大学五孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,北师大学五食堂
