照片文件名,菜品名,价格(元),口味标签,食材,备注
sh_875.jpg,郑大主校区咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,郑大主校区食堂
sh_876.jpg,郑大南校区蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,郑大南校区食堂
sh_877.jpg,郑大主校区毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,郑大主校区食堂
sh_878.jpg,郑大南校区东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,郑大南校区食堂
sh_879.jpg,郑大主校区酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,郑大主校区食堂
sh_880.jpg,郑大南校区孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,郑大南校区食堂
sh_881.jpg,河大明伦盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,河大明伦校区食堂
sh_882.jpg,河大金明红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,河大金明校区食堂
sh_883.jpg,河大明伦干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,河大明伦食堂
sh_884.jpg,河大金明京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,河大金明食堂
sh_885.jpg,河大明伦咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,河大明伦食堂
sh_886.jpg,河大金明蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,河大金明食堂
sh_887.jpg,河大明伦毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,河大明伦食堂
sh_888.jpg,河大金明东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,河大金明食堂
sh_889.jpg,河大明伦酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,河大明伦食堂
sh_890.jpg,河大金明孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,河大金明食堂
sh_891.jpg,云大呈贡盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,云大呈贡校区食堂
sh_892.jpg,云大东陆红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,云大东陆校区食堂
sh_893.jpg,云大呈贡干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,云大呈贡食堂
sh_894.jpg,云大东陆京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,云大东陆食堂
sh_895.jpg,云大呈贡咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,云大呈贡食堂
sh_896.jpg,云大东陆蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,云大东陆食堂
sh_897.jpg,云大呈贡毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,云大呈贡食堂
sh_898.jpg,云大东陆东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,云大东陆食堂
sh_899.jpg,云大呈贡酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,云大呈贡食堂
sh_900.jpg,云大东陆孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,云大东陆食堂
