照片文件名,菜品名,价格(元),口味标签,食材,备注
sh_938.jpg,海南大学城西东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,海南大学城西食堂
sh_939.jpg,海南大学海甸酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,海南大学海甸食堂
sh_940.jpg,海南大学城西孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,海南大学城西食堂
sh_941.jpg,西藏藏大纳金盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,西藏藏大纳金校区食堂
sh_942.jpg,西藏藏大河坝林红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,西藏藏大河坝林校区食堂
sh_943.jpg,西藏藏大纳金干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,西藏藏大纳金食堂
sh_944.jpg,西藏藏大河坝林京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,西藏藏大河坝林食堂
sh_945.jpg,西藏藏大纳金咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,西藏藏大纳金食堂
sh_946.jpg,西藏藏大河坝林蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,西藏藏大河坝林食堂
sh_947.jpg,西藏藏大纳金毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,西藏藏大纳金食堂
sh_948.jpg,西藏藏大河坝林东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,西藏藏大河坝林食堂
sh_949.jpg,西藏藏大纳金酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,西藏藏大纳金食堂
sh_950.jpg,西藏藏大河坝林孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,西藏藏大河坝林食堂
sh_951.jpg,青海大学校本部盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,青海大学校本部食堂
sh_952.jpg,青海大学医学院红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,青海大学医学院食堂
sh_953.jpg,青海大学校本部干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,青海大学校本部食堂
sh_954.jpg,青海大学医学院京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,青海大学医学院食堂
sh_955.jpg,青海大学校本部咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,青海大学校本部食堂
sh_956.jpg,青海大学医学院蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,青海大学医学院食堂
sh_957.jpg,青海大学校本部毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,青海大学校本部食堂
sh_958.jpg,青海大学医学院东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,青海大学医学院食堂
sh_959.jpg,青海大学校本部酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,青海大学校本部食堂
sh_960.jpg,青海大学医学院孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,青海大学医学院食堂
sh_961.jpg,宁夏大学贺兰盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,宁夏大学贺兰山校区食堂
sh_962.jpg,宁夏大学文萃红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,宁夏大学文萃校区食堂
sh_963.jpg,宁夏大学贺兰干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,宁夏大学贺兰山食堂
sh_964.jpg,宁夏大学文萃京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,宁夏大学文萃食堂
sh_965.jpg,宁夏大学贺兰咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,宁夏大学贺兰山食堂
sh_966.jpg,宁夏大学文萃蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,宁夏大学文萃食堂
sh_967.jpg,宁夏大学贺兰毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,宁夏大学贺兰山食堂
sh_968.jpg,宁夏大学文萃东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,宁夏大学文萃食堂
sh_969.jpg,宁夏大学贺兰酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,宁夏大学贺兰山食堂
sh_970.jpg,宁夏大学文萃孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,宁夏大学文萃食堂
sh_971.jpg,新疆大学红湖盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,新疆大学红湖校区食堂
sh_972.jpg,新疆大学博达红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,新疆大学博达校区食堂
sh_973.jpg,新疆大学红湖干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,新疆大学红湖食堂
sh_974.jpg,新疆大学博达京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,新疆大学博达食堂
sh_975.jpg,新疆大学红湖咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,新疆大学红湖食堂
sh_976.jpg,新疆大学博达蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,新疆大学博达食堂
sh_977.jpg,新疆大学红湖毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,新疆大学红湖食堂
sh_978.jpg,新疆大学博达东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,新疆大学博达食堂
sh_979.jpg,新疆大学红湖酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,新疆大学红湖食堂
sh_980.jpg,新疆大学博达孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,新疆大学博达食堂
sh_981.jpg,石河子大学会泽盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,石河子大学会泽区食堂
sh_982.jpg,石河子大学中区红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,石河子大学中区食堂
sh_983.jpg,石河子大学会泽干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,石河子大学会泽食堂
sh_984.jpg,石河子大学中区京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,石河子大学中区食堂
sh_985.jpg,石河子大学会泽咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,石河子大学会泽食堂
sh_986.jpg,石河子大学中区蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,石河子大学中区食堂
sh_987.jpg,石河子大学会泽毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,石河子大学会泽食堂
sh_988.jpg,石河子大学中区东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,石河子大学中区食堂
sh_989.jpg,石河子大学会泽酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,石河子大学会泽食堂
sh_990.jpg,石河子大学中区孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,石河子大学中区食堂
sh_991.jpg,塔里木大学校本部盐水鸭,14,咸鲜;鸭肉,鸭肉;花椒;盐,塔里木大学校本部食堂
sh_992.jpg,塔里木大学东扩红烧狮子头,11,咸甜;大肉丸,猪肉;马蹄;生抽,塔里木大学东扩校区食堂
sh_993.jpg,塔里木大学校本部干煸豆角,6,微辣;干香,豆角;肉末;干辣椒,塔里木大学校本部食堂
sh_994.jpg,塔里木大学东扩京酱肉丝,11,甜咸;酱香,猪肉;甜面酱;葱丝,塔里木大学东扩食堂
sh_995.jpg,塔里木大学校本部咖喱土豆牛肉,15,咖喱;微辣,牛肉;土豆;咖喱块,塔里木大学校本部食堂
sh_996.jpg,塔里木大学东扩蟹黄豆腐,14,鲜咸;蟹味,蟹黄;豆腐;高汤,塔里木大学东扩食堂
sh_997.jpg,塔里木大学校本部毛豆炒鸡丁,12,咸鲜;毛豆,鸡肉;毛豆;红椒,塔里木大学校本部食堂
sh_998.jpg,塔里木大学东扩东坡肉,18,甜咸;东坡,五花肉;黄酒;冰糖,塔里木大学东扩食堂
sh_999.jpg,塔里木大学校本部酸菜鱼,16,酸辣;鱼片,黑鱼;酸菜;泡椒,塔里木大学校本部食堂
sh_1000.jpg,塔里木大学东扩孜然羊肉粒,15,孜然;羊肉,羊肉;孜然;彩椒,塔里木大学东扩食堂
